"MEASURE","Measure","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2014","2014",6364,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2015","2015",7362,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2016","2016",9095,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2017","2017",9841,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","505031258","Yanchep","A","Annual","2018","2018",10399,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2001","2001",368695,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2002","2002",373081,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2003","2003",377528,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2004","2004",382498,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2005","2005",387865,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2006","2006",393581,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2007","2007",405251,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2008","2008",418787,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2009","2009",432884,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2010","2010",444822,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2011","2011",458751,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2012","2012",473535,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2013","2013",486207,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2014","2014",493728,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2015","2015",500726,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2016","2016",506051,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2017","2017",510653,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","506","Perth - South East","A","Annual","2018","2018",515208,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2001","2001",52391,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2002","2002",52204,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2003","2003",52049,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2004","2004",52041,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2005","2005",51795,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2006","2006",52299,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2007","2007",53735,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2008","2008",55809,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2009","2009",58508,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2010","2010",61858,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2011","2011",65395,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2012","2012",69101,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2013","2013",72662,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2014","2014",75559,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2015","2015",78848,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2016","2016",82021,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2017","2017",84669,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50601","Armadale","A","Annual","2018","2018",87634,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2001","2001",15621,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2002","2002",15535,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2003","2003",15494,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2004","2004",15387,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2005","2005",15299,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2006","2006",15265,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2007","2007",15352,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2008","2008",15649,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2009","2009",15869,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2010","2010",16238,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2011","2011",16955,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2012","2012",17970,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2013","2013",18809,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2014","2014",19132,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2015","2015",19407,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2016","2016",19565,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2017","2017",19929,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011110","Armadale - Wungong - Brookdale","A","Annual","2018","2018",20651,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2001","2001",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2002","2002",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2003","2003",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2004","2004",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2005","2005",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2006","2006",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2007","2007",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2008","2008",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2009","2009",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2010","2010",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2011","2011",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2012","2012",3,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2013","2013",6,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2014","2014",8,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2015","2015",11,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2016","2016",14,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2017","2017",14,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011111","Ashendon - Lesley","A","Annual","2018","2018",14,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2001","2001",5594,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2002","2002",5508,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2003","2003",5416,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2004","2004",5367,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2005","2005",5280,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2006","2006",5218,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2007","2007",5208,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2008","2008",5245,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2009","2009",5287,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2010","2010",5366,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2011","2011",5511,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2012","2012",5588,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2013","2013",5649,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2014","2014",5682,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2015","2015",5693,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2016","2016",5686,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2017","2017",5632,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011112","Camillo - Champion Lakes","A","Annual","2018","2018",5554,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011113","Forrestdale - Harrisdale - Piara Waters","A","Annual","2001","2001",1343,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011113","Forrestdale - Harrisdale - Piara Waters","A","Annual","2002","2002",1313,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011113","Forrestdale - Harrisdale - Piara Waters","A","Annual","2003","2003",1291,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011113","Forrestdale - Harrisdale - Piara Waters","A","Annual","2004","2004",1311,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011113","Forrestdale - Harrisdale - Piara Waters","A","Annual","2005","2005",1269,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011113","Forrestdale - Harrisdale - Piara Waters","A","Annual","2006","2006",1276,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506011113","Forrestdale - Harrisdale - Piara Waters","A","Annual","2007","2007",1763,,
